nan, 0.00100, 1.00000, 1.18533, 1.40501, 1.66540, 1.97405, 2.33990, 2.77356, 3.28758, 3.89687, 4.61909, 5.47514, 6.48986, 7.69263, 9.11831, 10.80821, 12.81131, 15.18563, 18.00000,
-24.00000, 0.00003, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00448,
-20.90268, 0.00003, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00448,
-18.20509, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00448,
-15.85564, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00381, 0.00448,
-13.80939, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00448,
-12.02722, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00187, 0.00236, 0.00277, 0.00325, 0.00381, 0.00448,
-10.47505, 0.00038, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00448,
-9.12319, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00448,
-7.94580, 0.00003, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00382, 0.00450,
-6.92036, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00383, 0.00452,
-6.02725, 0.00049, 0.00040, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00325, 0.00384, 0.00455,
-5.24941, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00123, 0.00150, 0.00188, 0.00236, 0.00277, 0.00327, 0.00387, 0.00458,
-4.57195, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00124, 0.00150, 0.00188, 0.00237, 0.00279, 0.00329, 0.00390, 0.00462,
-3.98191, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00088, 0.00103, 0.00123, 0.00150, 0.00188, 0.00238, 0.00281, 0.00332, 0.00393, 0.00465,
-3.46803, 0.00003, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00087, 0.00103, 0.00124, 0.00151, 0.00188, 0.00239, 0.00283, 0.00335, 0.00396, 0.00469,
-3.02046, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00075, 0.00088, 0.00104, 0.00125, 0.00152, 0.00190, 0.00244, 0.00285, 0.00337, 0.00399, 0.00472,
-2.63066, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00065, 0.00076, 0.00089, 0.00105, 0.00126, 0.00154, 0.00192, 0.00244, 0.00288, 0.00340, 0.00402, 0.00475,
-2.29116, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00050, 0.00057, 0.00066, 0.00076, 0.00090, 0.00107, 0.00128, 0.00156, 0.00194, 0.00246, 0.00290, 0.00343, 0.00405, 0.00478,
-1.99547, 0.00002, 0.00032, 0.00036, 0.00040, 0.00045, 0.00051, 0.00058, 0.00067, 0.00078, 0.00091, 0.00109, 0.00130, 0.00158, 0.00196, 0.00250, 0.00292, 0.00345, 0.00408, 0.00481,
-1.73795, 0.00001, 0.00032, 0.00036, 0.00040, 0.00045, 0.00051, 0.00059, 0.00068, 0.00079, 0.00093, 0.00110, 0.00132, 0.00161, 0.00199, 0.00250, 0.00294, 0.00348, 0.00410, 0.00483,
-1.51366, 0.00002, 0.00032, 0.00036, 0.00041, 0.00046, 0.00053, 0.00060, 0.00070, 0.00081, 0.00095, 0.00112, 0.00134, 0.00163, 0.00201, 0.00252, 0.00296, 0.00350, 0.00412, 0.00485,
-1.31831, 0.00002, 0.00033, 0.00037, 0.00042, 0.00047, 0.00054, 0.00062, 0.00071, 0.00083, 0.00097, 0.00114, 0.00136, 0.00165, 0.00203, 0.00254, 0.00298, 0.00352, 0.00414, 0.00487,
-1.14818, 0.00002, 0.00034, 0.00038, 0.00043, 0.00049, 0.00056, 0.00064, 0.00073, 0.00085, 0.00099, 0.00116, 0.00138, 0.00167, 0.00205, 0.00256, 0.00300, 0.00353, 0.00416, 0.00489,
-1.00000, 0.00001, 0.00035, 0.00040, 0.00045, 0.00051, 0.00058, 0.00066, 0.00075, 0.00086, 0.00100, 0.00118, 0.00140, 0.00168, 0.00207, 0.00257, 0.00302, 0.00355, 0.00417, 0.00490,
0.00100, 0.00007, 0.00073, 0.00074, 0.00075, 0.00076, 0.00079, 0.00085, 0.00093, 0.00103, 0.00116, 0.00132, 0.00155, 0.00183, 0.00222, 0.00269, 0.00313, 0.00366, 0.00429, 0.00501,
1.00000, 0.00119, 0.00107, 0.00106, 0.00107, 0.00108, 0.00111, 0.00113, 0.00118, 0.00126, 0.00137, 0.00153, 0.00174, 0.00202, 0.00241, 0.00284, 0.00327, 0.00380, 0.00442, 0.00514,
1.35107, 0.00126, 0.00117, 0.00117, 0.00118, 0.00119, 0.00122, 0.00124, 0.00128, 0.00136, 0.00146, 0.00161, 0.00182, 0.00210, 0.00249, 0.00290, 0.00333, 0.00385, 0.00446, 0.00519,
1.82538, 0.00138, 0.00132, 0.00132, 0.00133, 0.00134, 0.00136, 0.00139, 0.00143, 0.00149, 0.00159, 0.00174, 0.00194, 0.00222, 0.00261, 0.00298, 0.00341, 0.00393, 0.00454, 0.00525,
2.46621, 0.00158, 0.00153, 0.00153, 0.00154, 0.00155, 0.00157, 0.00160, 0.00163, 0.00169, 0.00178, 0.00192, 0.00212, 0.00239, 0.00276, 0.00310, 0.00352, 0.00403, 0.00464, 0.00535,
3.33202, 0.00187, 0.00183, 0.00183, 0.00184, 0.00185, 0.00187, 0.00189, 0.00193, 0.00198, 0.00207, 0.00220, 0.00239, 0.00266, 0.00296, 0.00329, 0.00369, 0.00419, 0.00478, 0.00549,
4.50178, 0.00231, 0.00228, 0.00228, 0.00228, 0.00229, 0.00231, 0.00233, 0.00237, 0.00242, 0.00251, 0.00263, 0.00282, 0.00302, 0.00325, 0.00356, 0.00394, 0.00442, 0.00500, 0.00569,
6.08220, 0.00299, 0.00298, 0.00297, 0.00298, 0.00298, 0.00300, 0.00302, 0.00305, 0.00308, 0.00314, 0.00321, 0.00333, 0.00348, 0.00369, 0.00396, 0.00433, 0.00477, 0.00531, 0.00599,
8.21746, 0.00376, 0.00375, 0.00375, 0.00376, 0.00376, 0.00377, 0.00379, 0.00381, 0.00383, 0.00388, 0.00394, 0.00403, 0.00415, 0.00433, 0.00458, 0.00489, 0.00529, 0.00579, 0.00644,
11.10234, 0.00481, 0.00480, 0.00480, 0.00480, 0.00480, 0.00481, 0.00482, 0.00484, 0.00487, 0.00490, 0.00495, 0.00502, 0.00512, 0.00526, 0.00545, 0.00571, 0.00606, 0.00653, 0.00713,
15.00000, 0.00620, 0.00619, 0.00619, 0.00619, 0.00620, 0.00620, 0.00621, 0.00622, 0.00624, 0.00626, 0.00630, 0.00636, 0.00644, 0.00655, 0.00671, 0.00693, 0.00724, 0.00764, 0.00816,
